Sub_L [mm];Sub_W [mm];Sub_H [mm];R_out [mm];Ring_W [mm];Gap_W [mm];S [mm];t [mm];MS_W [mm];Freq [GHz];S(1,1) (Real);S(1,1) (Imag);S(1,2) (Real);S(1,2) (Imag);S(2,1) (Real);S(2,1) (Imag);S(2,2) (Real);S(2,2) (Imag)
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.6;0.4449246868206105;-0.5870192667072766;-0.30912995702328905;-0.43348006186029175;-0.3091299570232884;-0.43348006186029125;0.7033378101590128;-0.22432943449989007
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.61;0.43515662859406196;-0.5937617975316642;-0.3163156569415882;-0.4284341852319106;-0.31631565694158703;-0.4284341852319101;0.6990402097365553;-0.23628615924231525
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.62;0.42527571829909044;-0.6003527139678344;-0.3234180813104591;-0.42326471079978084;-0.32341808131045857;-0.42326471079978034;0.6945414852107585;-0.24815666441658088
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.63;0.41528406457139494;-0.606790054291581;-0.33043515881279706;-0.41797289688073075;-0.3304351588127967;-0.41797289688073047;0.6898433249325371;-0.25993802067470656
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.64;0.4051838125728332;-0.6130718805094117;-0.33736482849823374;-0.4125600318287926;-0.33736482849823274;-0.4125600318287919;0.6849474483478826;-0.27162732488577795
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.65;0.3949771438061575;-0.6191962791033848;-0.34420504007667074;-0.4070274343986133;-0.34420504007667;-0.40702743439861283;0.6798556058661281;-0.2832217002785829
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.66;0.3846662759138977;-0.6251613617747015;-0.35095375423694125;-0.4013764541087262;-0.35095375423694;-0.40137645410872574;0.6745695787259498;-0.2947182965925704
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.67;0.3742534624613197;-0.6309652661857906;-0.3576089429906789;-0.3956084716037805;-0.35760894299067775;-0.39560847160377977;0.6690911788588056;-0.30611429023686587
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.68;0.3637409927035137;-0.6366061567004997;-0.36416859004140456;-0.3897248990149073;-0.36416859004140345;-0.3897248990149065;0.6634222487496203;-0.3174068844569447
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.69;0.3531311913365491;-0.6420822251220981;-0.3706306911788812;-0.3837271803173248;-0.37063069117887937;-0.383727180317324;0.6575646612944493;-0.32859330950866317
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.7;0.3424264182327463;-0.6473916914287008;-0.37699325469871464;-0.3776167916843273;-0.37699325469871264;-0.37761679168432716;0.6515203196549331;-0.33967082283928857
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.71;0.33162906816006615;-0.6525328045057951;-0.3832543018472;-0.37139524183677425;-0.38325430184719844;-0.37139524183677386;0.6452911571093328;-0.3506367092752073
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.72;0.32074157048563284;-0.6575038428754912;-0.3894118672913816;-0.36506407238719274;-0.3894118672913803;-0.3650640723871927;0.6388791368999631;-0.36148828121596543
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.73;0.3097663888634618;-0.6623031154221317;-0.3954639996142505;-0.35862485817762463;-0.39546399961424905;-0.35862485817762474;0.6322862520768553;-0.37222287883429633
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.74;0.298706020906401;-0.6669289621139017;-0.4014087618350363;-0.35207920761030587;-0.40140876183503504;-0.3520792076103056;0.6255145253374892;-0.38283787028183813
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.75;0.28756299784239087;-0.6713797547200459;-0.40724423195447;-0.3454287629703093;-0.40724423195446846;-0.3454287629703091;0.6185660088624542;-0.3933306519001551
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.76;0.2763398841550721;-0.6756538975233324;-0.41296850352492287;-0.3386752007392279;-0.41296850352492115;-0.3386752007392281;0.6114427841469092;-0.4036986484367929
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.77;0.2650392772088842;-0.6797498280273682;-0.41857968624526;-0.33182023189903254;-0.4185796862452592;-0.3318202318990331;0.604146961827734;-0.4139393132659773
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.78;0.2536638068586988;-0.6836660176583911;-0.424075906580276;-0.324865602225163;-0.4240759065802744;-0.32486560222516375;0.5966806815062571;-0.42405012861369135
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.79;0.24221613504415426;-0.6874009724611463;-0.42945530840449686;-0.3178130925679865;-0.42945530840449575;-0.3178130925679868;0.5890461115664909;-0.43402860578676067
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.8;0.23069895536878735;-0.690953233788463;-0.43471605367016763;-0.3106645191216893;-0.43471605367016586;-0.3106645191216892;0.5812454489887892;-0.4438722854056551
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.81;0.21911499266412596;-0.6943213789841465;-0.43985632309917744;-0.30342173367971115;-0.43985632309917605;-0.30342173367971187;0.5732809191588767;-0.45357873764068446
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.82;0.20746700253890657;-0.6975040220587885;-0.44487431689866963;-0.29608662387581963;-0.44487431689866863;-0.29608662387581985;0.5651547756722065;-0.4631455624512641
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.83;0.1957577709135716;-0.700499814358132;-0.4497682555000609;-0.288661113409891;-0.4497682555000591;-0.2886611134098918;0.5568693001336135;-0.47257038982797034
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.84;0.18399011354026687;-0.7033074452235868;-0.4545363803211528;-0.28114716225753134;-0.45453638032115096;-0.2811471622575319;0.5484268019522417;-0.4818508800370558
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.85;0.17216687550852147;-0.7059256426445203;-0.4591769545510153;-0.2735467668625936;-0.4591769545510134;-0.27354676686259416;0.5398296181317563;-0.4909847238671486
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.86;0.16029093073686124;-0.7083531739019615;-0.4636882639572688;-0.26586196031172454;-0.46368826395726714;-0.26586196031172515;0.5310801130558495;-0.49996964287782925
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.87;0.1483651814505655;-0.7105888462033315;-0.4680686177153974;-0.2580948124900081;-0.4680686177153957;-0.25809481249000915;0.5221806782690434;-0.5088033896498202
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.88;0.13639255764585795;-0.7126315073078402;-0.4723163492596577;-0.25024743021684237;-0.4723163492596559;-0.25024743021684326;0.5131337322528713;-0.5174837480364882
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.89;0.12437601654077082;-0.7144800461422006;-0.47642981715516886;-0.24232195736112444;-0.476429817155167;-0.24232195736112522;0.5039417201974387;-0.5260085334164134
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.9;0.11231854201299372;-0.7161333934062903;-0.4804074059906965;-0.23432057493488673;-0.4804074059906938;-0.2343205749348876;0.49460711376847094;-0.5343755929467477
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.91;0.10022314402502054;-0.7175905221684422;-0.4842475272916384;-0.22624550116449235;-0.4842475272916368;-0.22624550116449282;0.48513241086990205;-0.5425828058171095
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.92;0.08809285803687725;-0.718850448450009;-0.4879486204527075;-0.21809899153850218;-0.4879486204527052;-0.2180989915385028;0.47552013540209526;-0.5506280835037931
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.93;0.07593074440681391;-0.719912231798899;-0.49150915368972614;-0.2098833388313776;-0.4915091536897239;-0.20988333883137855;0.46577283701580474;-0.5585093700240265
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.94;0.06373988778028182;-0.7207749758517604;-0.49492762500998405;-0.20160087310213262;-0.4949276250099821;-0.20160087310213354;0.45589309086198815;-0.5662246421900826
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.95;0.051523396467582916;-0.72143782888452;-0.4982025632005326;-0.19325396166710881;-0.4982025632005303;-0.1932539616671102;0.44588349733759475;-0.573771909863015
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.96;0.03928440181055555;-0.7218999843509976;-0.5013325288337812;-0.18484500904602055;-0.5013325288337795;-0.18484500904602186;0.43574668182746246;-0.5811492162058274
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.97;0.027026057538724654;-0.7221606814093122;-0.5043161152897319;-0.1763764568804623;-0.50431611528973;-0.17637645688046358;0.42548529444247785;-0.5883546379358748
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.98;0.014751539115286564;-0.7222192054358428;-0.507151949794157;-0.167850783824043;-0.5071519497941556;-0.167850783824044;0.4151020097541412;-0.5953862855763395
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;5.99;0.002464043073393054;-0.7220748885264924;-0.5098386944719948;-0.15927050540336915;-0.5098386944719927;-0.15927050540337057;0.4045995265257172;-0.6022423037066035
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.0;-0.009833213656845018;-0.7217271099850417;-0.5123750474152035;-0.1506381738490826;-0.5123750474152015;-0.15063817384908412;0.39398056744014515;-0.6089208712113663
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.01;-0.022136994430192236;-0.7211752967983814;-0.514759743764311;-0.1419563778961752;-0.5147597437643086;-0.14195637789617685;0.3832478788248685;-0.6154202015283925
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.02;-0.0344440435764734;-0.7204189240984519;-0.5169915568028283;-0.133227742552852;-0.5169915568028267;-0.13322774255285427;0.3724042303738166;-0.6217385428947424
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.03;-0.046751087098664185;-0.719457515610712;-0.5190692990637065;-0.12445492883717413;-0.519069299063705;-0.12445492883717539;0.3614524148666902;-0.6278741785913989
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.04;-0.059054833378375325;-0.7182906440890077;-0.5209918234469585;-0.11564063348079764;-0.5209918234469567;-0.11564063348079937;0.3503952478858005;-0.6338254271861955
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.05;-0.07135197388826778;-0.7169179317367037;-0.5227580243475636;-0.10678758859908627;-0.5227580243475621;-0.10678758859908785;0.3392355675306217;-0.6395906427749697
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.06;-0.08363918391085963;-0.7153390506139982;-0.5243668387927228;-0.09789856132694362;-0.5243668387927213;-0.09789856132694544;0.3279762341303314;-0.6451682152208827
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.07;-0.0959131232632546;-0.7135537230313247;-0.525817247587527;-0.08897635341968992;-0.5258172475875257;-0.08897635341969162;0.31662012995450234;-0.6505565703918768
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.08;-0.1081704370272505;-0.7115617219288021;-0.527108276468056;-0.08002380081836252;-0.5271082764680547;-0.080023800818364;0.3051701589222013;-0.6557541703962313
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.09;-0.1204077562843082;-0.709362871241704;-0.5282389972609125;-0.07104377317884056;-0.5282389972609113;-0.07104377317884236;0.29362924630971776;-0.6607595138162204
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.1;-0.13262169885487082;-0.7069570462519388;-0.5292085290481608;-0.062039173364193755;-0.5292085290481598;-0.06203917336419507;0.28200033845713174;-0.6655711359398914
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.11;-0.14480887004148038;-0.7043441739255716;-0.5300160393366269;-0.05301293689970907;-0.5300160393366259;-0.05301293689971069;0.2702864024739703;-0.6701876089909747
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.12;-0.15696586337519364;-0.7015242332364339;-0.5306607452304728;-0.04396803139006363;-0.5306607452304715;-0.0439680313900653;0.2584904259441593;-0.6746075423570006
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.13;-0.1690892613647161;-0.6984972554758971;-0.5311419146059564;-0.03490745589814709;-0.5311419146059546;-0.03490745589814927;0.2466154166305219;-0.678829582815664
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.14;-0.181175636247782;-0.6952633245489237;-0.5314588672872503;-0.025834240285042286;-0.5314588672872488;-0.025834240285044524;0.23466440217901174;-0.6828524147595469
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.15;-0.19322155074418942;-0.6918225772565106;-0.5316109762221749;-0.016751444510751935;-0.5316109762221736;-0.016751444510754245;0.22264042982294754;-0.6866747604192844
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.16;-0.20522355881002055;-0.6881752035647061;-0.5315976686566777;-0.007662157895218768;-0.5315976686566769;-0.0076621578952213686;0.2105465660874174;-0.6902953800853096
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.17;-0.21717820639247093;-0.6843214468603761;-0.5314184273068798;0.0014305016606969687;-0.5314184273068792;0.0014305016606945757;0.1983858964941069;-0.6937130723283192
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.18;-0.2290820321848164;-0.6802616041939331;-0.5310727915274718;0.010523388494676291;-0.5310727915274709;0.010523388494674142;0.18616152526672147;-0.6969266742186184
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.19;-0.24093156838097352;-0.6759960265092969;-0.5305603584752439;0.019613330043116335;-0.5305603584752432;0.019613330043114646;0.1738765750372268;-0.6999350615445218
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.2;-0.25272334142917496;-0.671525118861336;-0.5298807842665005;0.028697127742318272;-0.5298807842665002;0.028697127742315295;0.16153418655308224;-0.7027371490300198
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.21;-0.2644538727842546;-0.6668493406211102;-0.5290337851271035;0.037771557970935586;-0.5290337851271028;0.037771557970933796;0.14913751838564593;-0.7053318905519165
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.22;-0.27611967965807477;-0.661969205669248;-0.5280191385338612;0.04683337303388907;-0.5280191385338611;0.04683337303388683;0.13668974663993347;-0.7077182793566839
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.23;-0.2877172757676183;-0.6568852825778058;-0.5268366843459795;0.05587930218792226;-0.5268366843459793;0.055879302187920483;0.12419406466586703;-0.7098953482772682
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.24;-0.2992431720803029;-0.6515981947810322;-0.5254863259252687;0.06490605270893615;-0.5254863259252683;0.0649060527089341;0.11165368277118601;-0.7118621699501505
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.25;-0.3106938775560844;-0.6461086207354126;-0.5239680312437798;0.07391031100120714;-0.5239680312437794;0.07391031100120525;0.09907182793611327;-0.713617857032905
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.26;-0.32206589988591205;-0.64041729406949;-0.5222818339775575;0.08288874374853306;-0.5222818339775572;0.08288874374853097;0.08645174352994235;-0.7151615624225977
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.27;-0.3333557462261788;-0.634525003723894;-0.5204278345851542;0.09183799910736126;-0.5204278345851537;0.09183799910735913;0.07379668902958259;-0.7164924794753238
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.28;-0.34455992392874435;-0.6284325940821133;-0.5184062013695642;0.1007547079418468;-0.5184062013695641;0.1007547079418449;0.06110993974020444;-0.7176098422272152
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.29;-0.35567494126620774;-0.6221409650925315;-0.5162171715222301;0.10963548510080295;-0.5162171715222291;0.10963548510080143;0.04839478651801352;-0.718512925617284
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.3;-0.36669730815209434;-0.6156510723822632;-0.5138610521477345;0.11847693073645832;-0.5138610521477341;0.11847693073645651;0.03565453549519634;-0.7192010457124457
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.31;-0.37762353685564126;-0.6089639273634112;-0.5113382212678389;0.12727563166485106;-0.5113382212678386;0.12727563166484912;0.02289250780709643;-0.7196735599351081
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.32;-0.3884501427109285;-0.6020805973323051;-0.5086491288034726;0.13602816276772503;-0.5086491288034733;0.13602816276772337;0.010112039321570733;-0.7199298672937093
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.33;-0.399173644820071;-0.5950022055623921;-0.5057942975333148;0.1447310884356655;-0.5057942975333148;0.14473108843566387;-0.0026835196294286087;-0.7199694086166011
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.34;-0.40979056675030445;-0.5877299313914026;-0.5027743240275747;0.15338096405225532;-0.5027743240275746;0.15338096405225404;-0.015490804516150918;-0.7197916667896935
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.35;-0.4202974372247296;-0.5802650103034783;-0.499589879555615;0.16197433751892149;-0.499589879555615;0.1619743375189203;-0.028306436875238667;-0.7193961669982637
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.36;-0.43069079080659756;-0.572608734006959;-0.49624171096602765;0.170507750820145;-0.4962417109660278;0.1705077508201439;-0.04112702457193009;-0.7187824769733673
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.37;-0.44096716857700063;-0.5647624505085344;-0.49273064153778967;0.17897774162864993;-0.49273064153779017;0.17897774162864832;-0.05394916206038327;-0.7179502072432801
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.38;-0.4511231188058896;-0.5567275641845063;-0.4890575718011466;0.18738084495013058;-0.48905757180114695;0.18738084495012935;-0.06676943064224591;-0.7168990113904012
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.39;-0.4611551976163831;-0.548505535849894;-0.4852234803268327;0.19571359480708467;-0.4852234803268323;0.19571359480708364;-0.07958439872366882;-0.7156285863140676
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.4;-0.4710599696423443;-0.5400978828261698;-0.48122942448230005;0.20397252596120513;-0.48122942448230094;0.2039725259612042;-0.09239062207092351;-0.7141386724997214
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.41;-0.4808340086792808;-0.5315061790083799;-0.47707654115358983;0.2121541756738162;-0.47707654115359;0.2121541756738152;-0.10518464406487747;-0.7124290542948709
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.42;-0.49047389832861427;-0.5227320549324757;-0.4727660474315073;0.2202550855037395;-0.4727660474315074;0.22025508550373865;-0.11796299595454283;-0.7104995601923035
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.43;-0.4999762326354747;-0.513777197843622;-0.468299241260782;0.22827180314198553;-0.4682992412607822;0.22827180314198467;-0.13072219711001795;-0.7083500631209808
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.44;-0.5093376167201288;-0.5046433517663309;-0.4636775020508866;0.23620088428257485;-0.46367750205088726;0.23620088428257466;-0.1434587552750816;-0.7059804807450734
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.45;-0.518554667403305;-0.4953323175772198;-0.458902291247214;0.24403889452880823;-0.4589022912472144;0.2440388945288073;-0.15616916681982454;-0.703390775771564
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.46;-0.5276240138256079;-0.48584595308122963;-0.45397515286132056;0.25178241133421436;-0.45397515286132123;0.2517824113342139;-0.16884991699364577;-0.7005809562668533
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.47;-0.5365422980613537;-0.4761861730921484;-0.4488977139589763;0.25942802597740217;-0.44889771395897704;0.25942802597740183;-0.18149748017901857;-0.6975510759828015
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.48;-0.5453061757271588;-0.4663549495182431;-0.44367168510473803;0.2669723455699965;-0.44367168510473864;0.26697234556999616;-0.19410832014647042;-0.6943012346926118
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.49;-0.5539123165856548;-0.4563543114538825;-0.43829886076184027;0.27441199509677844;-0.43829886076184055;0.27441199509677844;-0.20667889031118533;-0.6908315785369757
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.5;-0.5623574051448001;-0.4461863452779374;-0.4327811196461538;0.2817436194871609;-0.4327811196461543;0.281743619487161;-0.2192056339917695;-0.6871423003808611
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.51;-0.5706381412532353;-0.43585319475984236;-0.42712042503304565;0.28896388571703013;-0.42712042503304626;0.2889638857170302;-0.23168498467161885;-0.6832336401813445
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.52;-0.578751240692247;-0.42535706117409416;-0.4213188250159295;0.29606948494002255;-0.42131882501592965;0.29606948494002266;-0.24411336626349905;-0.6791058853668329
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.53;-0.5866934357649081;-0.41470020342406105;-0.41537845271538437;0.3030571346471995;-0.4153784527153852;0.30305713464719997;-0.2564871933778417;-0.6747593712280487
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.54;-0.5944614758830413;-0.4038849381758717;-0.4093015264376911;0.30992358085411315;-0.4093015264376918;0.3099235808541139;-0.26880287159539745;-0.6701944813210903
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.55;-0.6020521281526745;-0.3929136400032236;-0.40309034978169245;0.31666560031416907;-0.4030903497816924;0.3166656003141696;-0.28105679774482667;-0.6654116478829059
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.56;-0.609462177958746;-0.38178874154386777;-0.3967473116928872;0.32328000275721036;-0.3967473116928874;0.32328000275721064;-0.2932453601859076;-0.6604113522594484
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.57;-0.6166884295498273;-0.37051273366857257;-0.39027488646371655;0.32976363315217727;-0.3902748864637173;0.32976363315217794;-0.3053649390990097;-0.6551941253468032
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.58;-0.6237277066237068;-0.35908816566332297;-0.383675633679019;0.3361133739926816;-0.38367563367901975;0.33611337399268243;-0.3174119067815196;-0.6497605480455323
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.59;-0.6305768529147321;-0.3475176454254697;-0.3769521981056348;0.34232614760433316;-0.3769521981056357;0.3423261476043342;-0.32938262795198237;-0.6441112517284451
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.6;-0.6372327327838317;-0.3358038396745952;-0.3701073095252262;0.34839891847256793;-0.370107309525226;0.3483989184725688;-0.3412734600626306;-0.6382469187220149
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.61;-0.6436922318122329;-0.3239494741787469;-0.3631437825093465;0.3543286955897756;-0.36314378250934654;0.3543286955897767;-0.35308075362112823;-0.632168282801588
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.62;-0.6499522573998819;-0.3119573339967602;-0.35606451613587137;0.36011253482043437;-0.3560645161358711;0.3601125348204355;-0.3648008525222547;-0.6258761297005466
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.63;-0.6560097393696989;-0.2998302637372703;-0.3488724936458941;0.36574754128299153;-0.3488724936458944;0.36574754128299325;-0.3764300943903794;-0.6193712976335183
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;6.64;-0.6618616305787725;-0.2875711678350899;-0.34157078204027735;0.3712308717471608;-0.34157078204027713;0.37123087174716235;-0.387964810933488;-0.6126546778337311
